body,rating
من حدود دوماهه که دارش الان دیگه کامل خراب شده و فقط یک ربع باتری میده,3
"این باتری تولید چین
بعد از 30 روز استفاده خراب شد و از کار افتاد
نخرید",1
"بعد 10 ماه استفاده خراب شد.
راضی نیستم
نخرید",1
همین یه ماه پیش از این مارک استیکر خریدم که اصلا چسب خوبی نداره و بعد دو روز باز شد.این بار نمیدونستم مارک لولوهه و وقتی رسید مرجوع کردم,1.75
من از فروشگاه باروشنا این استیکر رو خریداری کردم و کیفیت چاپ اون بسیار پایین بود و رنگ‌ها بی‌روحن، سایزش هم ۶×۴ هست. برش خوبی داره. ولی در کل راضی نبودم,1
بعضی حروفش ب کیبورد لب تابم نمی‌خورد یعنی برای کیبورد های قدیمی خوبه ,3
کیفیت چاپش خیلی پایین و براق بود. مرجوعش کردم,2
جنس کاغذی ضعیف راحتم پاره و چرک خواهد شد,1
کیفیت ساخت خوبی نداشت تصویرش تار بود,1
"خیلیی خوشگلههه دلم براش رفت 😍😍
اما بعد چسبوندن بخواب بکنی اش دیگه چیزی ازش باقی نمی مونه",3
کیفیتش رو دوست داشتم,3
طرحش قشنگه ولی چند روزه درومد چسبش خیلی ضعیفه,3
درمورد کیفیتش نظر خاصی ندارم ،من وقتی به دستم رسید قبل از چسبوندنش روش لاک بیرنگ زدم تا مطمئنشم که رنگش نمیره و خراب نمیشه ، تا الانم که مشکلی نداشته، چندماهی هست که چسبوندمش و مشکلی پیش نیومده براش ، کیفت چاپش با جزئیات نیست و یکم کمرنگه ولی بازم به نظرم قشنگه,0
کیفیت فوقالعاده ,0
کیفیت چاپ خیلی جالب نیس,3
کیفیت چاپ به خوبی عکس نیست,3
بد نیس ولی گرون ,2
بدرد کسایی که مثل من واسه لب تاب های قدیمی می خواهند نمی خوره,2
از فروشنده که من گرفتم خراب برام ارسال کرد و من مرجوع کردم و مرسی از پشتیبانی دیجیکالا,2
بسته بندی مناسب با قیمت مناسب,3
رنگ سورمه ای که تو عکس میبینین، خیلی با کلاس و خوب بود... ولی وقتی به دستم رسید تو ذوقم خورد...چون رنگ اصلیش آبی نفتی روشن بود...,2
خیلی معمولی این قیمت نمیارزه,3
اولا که جای کیلید نداشت. جنس پارچش خیلی معمولی بود. متاسفانه طراحیش طوری که هر بار میخوای زیپ رو ببینی و باز کنی باید دقت کنید که اون قسمت بالا نیاد کنار. لپ تاپ من 13 اینچ ولی خیلی سخت میره تو  بازم به خاطر همون حالت زیپ بالاست.. همچنین استری که داخل کار شده مشکی و هیچ طرح نداره ولی چیزی که توی عکس ها بود پارچه طرح دار بود. عرضشم خیلی کمه و به اون جاداری که نشون میدادن نبود. ,1
خوب کار راه انداز,3
اوایل بد نبود و شارژ نگه میداشت(حدود یک ساعت) اما الان بعد از یک سال استفاده خیلی کم شارژ نگه میداره(نهایت یک ربع)کاش میتونستیم کالای اصل تهیه کنیم تا گرفتار اجناس بی کیفیت نشیم,2
بعد از کالیبره کردن باطری، اوایل دو سه ماه هیچ ایرادی نداشت. ولی رفته رفته شارژ کم و کمتر نگه می داشت که بعد از حدود 9 ماه کلا خراب شد.,1
در دستور العمل استفاده از این باتری نوشته شده اول استفاده کنید تا شارژش به 5% برسه بعد حداقل به مدت 8 ساعت بذارین تا شارژ بشه بعد استفاده کنید . در اولین استفاده دیدم خودش حدود 40% شارژ داره که تا خواستم ازش استفاده کنم دیدم ناگهانی و بدون هشدار قبلی خاموش شد . بعد گذاشتم حدود 10 ساعت شارژ کامل شد . وقتی استفاده میکنید تقریبا در هر 1 دقیقه 1% شارژش رو از دست میده تا به حدود 30% الی 40% برسه و بعد بصورت ناگهانی خاموش میشه . در بهترین شرایط حدود یک و نیم ساعت با استفاده معمولی بهتون شارژ میده .,2
"ولتاژ باتری ارسالی بیشتر از ولتاژ درج شده در سایت دیجیکالا است.
ولتاژ لپتاپ من و مقدار درج شده در سایت دیجیکالا ۱۰ است ولی ولتاژ باتری ارسالی ۱۱ ولت است.
به همین دلیل باتری را به لپتاپ وصل نکرده و مرجوع کردم.",3
توقع داشتم شارژ بیشتری نگه داره ولی راضیم نکرد,3
بازم خوبه.....,3
کیفیت خوبی نداشت,1
"من واسه 5750 خریدم، سازگاره
ولی مثل فابریکش نیست و نهایتاً تا ۱/۵ ساعت دووم میاره،
البته همه ی نمونه های بازار همینن",3
این باطری روی لب تاب من جواب نداد. چون با مشخصات توی دیجی کالا متفاوت و باطری مورد نظر نبود.,2
چند روز بعد از تحویل، موقع شارژ شدن از 98 درصد دیگه بالاتر نمیرفت.,2.25
"با سلام
من این باتری رو برای لپتاپ مدل ACER ASPIRE V3-571G گرفتم و کاملا هم همخوانی دارد، تا حالا هم تو این چند روز راضی کننده بوده حالا بعدش رو نمیدونم چه شود
اطلاعات کاملتر در تصاویر هست.",3
جنس خوبی نداشت,3
"باتری شارژدهی خوبی داره اما دو تا مشکل داره:
1-سطح شارژ به 40 درصد که برسه ناگهانی و بدون هیچ هشداری خاموش میشه.
2-باتری اصلا شارژ نمیشه و یا برای چند ثانیه شارژ میشه و شارژ متوقف میشه.",0
کیفت بالایی ندارد,3
خوبه ولی برای وقتی بخوای کول کنی یدونه از بنداش نمیشه وصلش کرد بع کیف و درگاه پورت usb نداره فقط aux داره,3
به نظرم خیلی سنگینه و بزرگه ,3
نسبت به قیمتش خوبه ،وجادار ,3
با این قیمت خوبه,3
من خریدم راضی هستملپ تاب ۱۵.۶ در آن جا می شود,3
باتوجه به قیمت واقعا شگفت زده م کرد. دقیقا چیزی که میخاستم رسید به دستم.,3
تصاویری که توی سایت هست با خود محصول کاملا متفاوته و فرق داره، من دقیقا محصولی که توی تصویر بود رو میخواستم نه اینی که واسم ارسال شده. چون این محصولی که ارسال شده رو با قیمت کمتری هم توی سایت موجود بود و میتونستم خریداری کنم. واقعااااااااااااااااااا پشیمونم از این خرید,1
خوب بود ولی قیمتش یکم بالاست,0
"توی عنوان محصول درج شده مناسب برای لپ تاپ 15.6 اینچی.
در حالی که جای این لپ تاپ رو نداره. نهایت واسه 13 اینج مناسب باشه.",3
به جز بی کیفیت بودن بند ها و قلاب های بند ها هیچ مشکل دیگه ای نداره,0
بسیار مناسب و خوب ،ضمن اینکه چرخ کارخانه های ایرانی هم میچرخه,0
کیفیتش خوب نبود جنس خیلی ضعیفی داشت مرجوعش کردم,1
عالی,3
لب تاپ توش جاش نمیشه کوچیکه ,2
بسیار شیک و زیبا بود,0
نسبت به قیمت و مدت زمان گارانتی انتظار بالاتری داشتم اما به محض باز شدن با سخت بسته شدن و خراب بودن یکی از زیپ ها مواجه شدم کیفیت پارچه هم آنچنانی نبود,3
به نظرم خیلی گرون شده کیف لب تاپ،کیفیت خوبی نداره،جنسش خوب نیست,3
وقتی لپ تاپ رو با لوازم جانبیش داخل کیف بذارید دیگه خیلی سخت میتونید وسایل دیگه ای مثل سر رسید و جعبه عینک و غیره رو داخل جا بدید,3
"عالیه
محکم
جادار 
و زیبا",3
"من وقتی دستم رسید شوکه شدم خواستم مرجوع کنم ولی پشیمون شدم و بازش کردم و سرفیس لب تاپ ۵ که همراهش سفارش داده بودم رو گذاشتم توش دیدم جا میشه ولی شارژرش رو گذاشتم بدنش پف کرد و هارد اکسترنال هم زورکی جا شد ولی از نظر دیگه دیدم ظریف و شیکه ترجیح دادم داشته باشمش چون واسه جابجایی چیز جمع و جور و شکیلیه ولی باید حواستون باشه که بهش فشار نیاد که سرفیس اسیب ببینه در ضمن غیر از سرفیس لب تاپ دیگه ای بعیده توش جا بشه یعنی فکر نکنم جا بشه ضخامت کیف خیلی کمه واسه لب تاپ
عکس کیف بصورت پر یعنی با سرفیس و شارژ رو میدارم با حالت خالیش رو خودتون ببینین
قیمتشم بالاست نسبت به کارائیش",1
معامله کیف لپ تاپ ویوو,3
شارژ نگه نمی‌دارد من مرجوع کردم ,1
مثل باتری اورجینال نمیشه ...,3
متاسفانه فقط یک ساعت و نیم شارژ نگه میداره.,0
دو ماهه خریدم فعلا که خوبه.,3
به نسبت قیمت بسیار مناسب است,3
روش نوشتن با افتخار  ساخت ایران ولی کیفیت از این پایین تر نمیشد باشه.,1
چقدر بو میده آخه ...,3
متاسفانه داخل کیف برعکس تصاویر سایت محافظ نداشت. عکس هم گذاشتم خودتون ببینید. مابقی موارد خوبه,3
کاملا به درد نخور به هیچ عنوان توصیه نمی کنم بخرید ,1
باتری ارسال شده مشخص بود که بسته بندی اش قبلا باز شده و مرجوعی بوده که احتمالا دوباره فرستادن. باتری خراب بود که مرجوعش کردم.,1
من خریدم متاسفانه خراب و بی کیفیت هستن اجناس دیجی کلاه بردار,1
شارژ نگه نمی‌دارد من مرجوع کردم ,1
مثل باتری اورجینال نمیشه ...,3
متاسفانه فقط یک ساعت و نیم شارژ نگه میداره.,0
دو ماهه خریدم فعلا که خوبه.,3
به نسبت قیمت بسیار مناسب است,3
روش نوشتن با افتخار  ساخت ایران ولی کیفیت از این پایین تر نمیشد باشه.,1
کاملا به درد نخور به هیچ عنوان توصیه نمی کنم بخرید ,1
باتری ارسال شده مشخص بود که بسته بندی اش قبلا باز شده و مرجوعی بوده که احتمالا دوباره فرستادن. باتری خراب بود که مرجوعش کردم.,1
من خریدم متاسفانه خراب و بی کیفیت هستن اجناس دیجی کلاه بردار,1
کاملا به درد نخور به هیچ عنوان توصیه نمی کنم بخرید ,1
باتری ارسال شده مشخص بود که بسته بندی اش قبلا باز شده و مرجوعی بوده که احتمالا دوباره فرستادن. باتری خراب بود که مرجوعش کردم.,1
من خریدم متاسفانه خراب و بی کیفیت هستن اجناس دیجی کلاه بردار,1
دوخت ضعیف,2
کیفیت خوبی داره فقط چون پام زیرش راحت جا نمیشد مرجوع کردم,3
با توجه به قیمتش چیز خوبیه,3
"از خریدم راضی بودم،ضرر نمیکنین.
جنسش خیلی خوبه.
برای من یککم اضافی اومد،که بقیشو چسبوندم به تاچ پد و ماوس.",3
رنگش مثله عکس بود کیفیت عالی همه چیزش اوکی بود من راضی بودم,3
همچین خیلی قشنگ نیست  میتونست خیلی بهتر باشه,3
قشنگ بود جنسشم بد نیست,3
خوشم اومد . راضیم از خریدم,3
تنوعی بود برای دخترم,0
اگه لپتاب hpداریم براش حدود یک سانت بزرگه دوستان ولی رنگش زیبا بود و مثل خود عکس بود ,0
من حال نکردم,2
رنگش شبیه عکس نبود یه کم بنفش بود.,1
خوب بود راضی بودم,3
به دلیل داشتن حباب هوا به مقدار زیاد زیر برچسب وتا خوردگی بسته بندی که باعث تا خوردن خود برچسب شده بود و همچنین کیفیت پایین طرح برچسب مرجوع کردم,3
زیباست,3
از لحاظ ظاهری و رنگ و جنس خوب بودچسبش هم خوب بودفقط یکم برشش خوب نبود و بعد چسبوندن رو لپ تاپ،کناره هاش اضافه اومد و مجبورشدم قیچیشون کنم,3
من قبلا هم از این استیکر گرفته بودم اما متاسفانه این دفعه کیفیت چاپ خوبی نداشت,3
قشنگه,3
"واقعا چاپش بده و چروک هم بود
جنسم نداره 
دست خیس بهش بخوره کارش تمومه",2
بدنیست.ولی بسته بندی و ارسالش فتضاح بود,3
خوب بود ولی برای لپتاپ 15.6 کوچیک بود تقریبا دوسانت از دوطرف خالی مونده جنس خیلی خوبی هم نداره ولی نسبت به قیمت خوبه ,2
نازک است ,1
تصویر زمینه بجا مشکی مایل بنفشه ,3
زیبا و با کیفیت ,3
"با من صرف کنید‌:

اِفتَضَحَ، مُفتَضَحَ، اِفتضاح!",1.25
بسته اصلا بدرد نمیخوره رنگش با اونی که سفارش دادم فرق میکنه و کیفیت نداره انگار فقط ی برچسب معمولی چاپ کردی,2
"اصلا اصلا اصلااااااااا خوب نیست نه جذابه
نه کیفیت خوبی داره فقط عکسش قشنگه از نزدیک اصلا اصلا قشنگ نیست",1
بد نیست ولی چون خیلی شلوغه طرحش زیاد حروف واضح نیست,3
به سایز حتما دقت کنید برای لپ تاپ من بزرگ بود و باید سایزش میکردیم‌.استفاده کردم که لپ تاپدخراش اینا نیفته ولی هرکار کردیم حباب در اومد.طرحشم کیفیت جالبی نداشت چون راحت خراش افتاد,2
پیشنهاد میکنم، جلوه خاصی به لپ تاپ میده,3
"از عکسش زیباتره ! برش های دقیقی داره  به راحتی از کاغذ زیرش جدا میشه . چسب محکمی هم داره و باید موقع نصب دقت کنید اشتباه نشه چون جبرانش کمی سخت میشه . حرف پ نداره . در مجموع نسبت به محصولات گرونتر واقعاً عالیه .
پ ن : بعد از مدتی استفاده رنگ دکمه های کیبوردش کاملاً رفت !",2
به مرور زمان رنگش میره کیفیتش خوب نیست,2
خوب بود برای لپتاپ من یکم کوچیک بود ,3
چسبندگی خوبی نداشت و پس از مدتی از گوشه ها کنده شد,1
بسیار بی کیفیت بود روی صفحه کلی خط و خش داشت مطمئنا ظاهر مناسبی برای پشت لب تاپ ایجاد نمیکنهبا این کیفیت و این بسته بندی کاملا غیرحرفه ای پولم رو دور ریختم,1
خوب بود,2
لپ تاپ من لنوو بود و خیلی از برچسبای کیبرد باهاش همخونی نداشت,1
"تو کارتون تا خورده کامل خراب شده مرجوع میکنم 
واقعا قیمتش هم کم نیست حداقل یجوری خوب بسته بندی بشه حیفه",2
با سلام من تازه خریدم ولی واقا مانند عکس نیست رنگش....فقط بخاطر نگش گرفتم اونم ک هیچ.کاش دیجی یکم عکاسی طبیعی بدون ادیت بذاره,2.5
چسبندگی خوبی نداشت و پس از مدتی از گوشه ها کنده شد,1
بسیار بی کیفیت بود روی صفحه کلی خط و خش داشت مطمئنا ظاهر مناسبی برای پشت لب تاپ ایجاد نمیکنهبا این کیفیت و این بسته بندی کاملا غیرحرفه ای پولم رو دور ریختم,1
"اصلا اصلا اصلااااااااا خوب نیست نه جذابه
نه کیفیت خوبی داره فقط عکسش قشنگه از نزدیک اصلا اصلا قشنگ نیست",1
بد نیست ولی چون خیلی شلوغه طرحش زیاد حروف واضح نیست,3
به سایز حتما دقت کنید برای لپ تاپ من بزرگ بود و باید سایزش میکردیم‌.استفاده کردم که لپ تاپدخراش اینا نیفته ولی هرکار کردیم حباب در اومد.طرحشم کیفیت جالبی نداشت چون راحت خراش افتاد,2
پیشنهاد میکنم، جلوه خاصی به لپ تاپ میده,3
"از عکسش زیباتره ! برش های دقیقی داره  به راحتی از کاغذ زیرش جدا میشه . چسب محکمی هم داره و باید موقع نصب دقت کنید اشتباه نشه چون جبرانش کمی سخت میشه . حرف پ نداره . در مجموع نسبت به محصولات گرونتر واقعاً عالیه .
پ ن : بعد از مدتی استفاده رنگ دکمه های کیبوردش کاملاً رفت !",2
به مرور زمان رنگش میره کیفیتش خوب نیست,2
خوب بود برای لپتاپ من یکم کوچیک بود ,3
"با من صرف کنید‌:

اِفتَضَحَ، مُفتَضَحَ، اِفتضاح!",1.25
بسته اصلا بدرد نمیخوره رنگش با اونی که سفارش دادم فرق میکنه و کیفیت نداره انگار فقط ی برچسب معمولی چاپ کردی,2
خوب بود,2
لپ تاپ من لنوو بود و خیلی از برچسبای کیبرد باهاش همخونی نداشت,1
با سلام من تازه خریدم ولی واقا مانند عکس نیست رنگش....فقط بخاطر نگش گرفتم اونم ک هیچ.کاش دیجی یکم عکاسی طبیعی بدون ادیت بذاره,2.5
"تو کارتون تا خورده کامل خراب شده مرجوع میکنم 
واقعا قیمتش هم کم نیست حداقل یجوری خوب بسته بندی بشه حیفه",2
من فکر میکردم سفید باشه. ولی طوسی روشن بود. ,3
مثل من اگه بلد نیستین تمیز بچسبونید نخریدکلا پولتون هدر می‌رهیه ذره هوا رفت زیرش اومدم بلند کنم کج شد بعد چسبشم از یه طرف شل شد همون اولش انداختم دور,2
کاملا شبیه عکس بود فونتش خیلی زیباست,0
رنگ و طرحش همون بود اما کیفیتش فوق‌العاده پایین بود. سه روز بعد از چسبوندن استیکر کیبورد، رنگ علائم و حروف پاک شد در اثر کمی استفاده. رنگ و‌طرحش قشنگه اما کیفیت افتضاحه. ,1
در کل راضی بودم,3
خیلی خوبه,3
نسبت به قیمت کیفیت خوبی نداره و با دست زدن بهش رنگش میره,0
متاسفانه بسته بندی دیجی کالا بد بود و باکس اصلا اندازه این استیکر نبود که موجب شد وسط طرح کاملا خمیده و شکسته شه. همچنین مطمعن شید که سایز طرح و کیبورد و روی لپتاپ شما هم اندازه هستند.,2
اصلا انتظار نداشتم اینقدر افتضاح باشه اصلا شبیه عکس نیست خیلی بی کیفیت هست,1
هرگز نخرید . یک چیز مسخره . من که پشیمونم,1
پیشنهاد میکنم,0
به نظرم درکنار عکس ها اگر عکس خود برچسب رو هم بزارید بهتره .بعدم واسه کیبورد چن تا اضافه داشت علامت,0
بالاخص برا لپ تاپ مشکی,0
فاجعه به تمام معنا,1
طرحش قشنگه هست ولی خرج اضافست,3
جنسش تعریفی نداره و ی ذره اشتباه بریدم اون نایلون روش جدا شد🤨😐,0
دقیقا یک روزه نصب کردم ، یکی دو قسمت از لبه ها داره جدا میشه . البته شاید ایراد از طریقه نصب من باشه، ولی جنسش جالب نیست و لپ تاپ شبیه اون تصویر نمیشه ,3
اصلا به نظر من از اینا نگیرید چون نصبش خیلی سخته حتما زیرش حباب میوفته بگیری پشیمون میشی,1
هنوز نصبس نکردم ولی معمولی بود چاپش,3
یه کارمعمولیه,3
آشغال به تمام معنا,1
رنگ بنفش مشکی بود ک جالب نبود من مرجوع کردم ,2
خیلی گرونه وبااین قیمت ارزش خرید نداره,2
"وقتی برای یه برچسب هفتاد تومن قیمت میذارید حداقل قیمتش خوب که نه معمولی باشه!!
جنس برچسب انقدر آشغال بود که تا اومدم جداش کنم دیدم یه لایه کاغذ هم چسبیده به چسبش و اصلا نمیشه استفادش کرد!
باید بندازمش سطل آشغالی",1
افتضاااااح بود خیللللی بده مرجوعش کردم,1
برای لپ تاپ ایسر خریدم و بعد از مدتی قسمتی از شارژر ذوب شد، برای ایشر پیشنهاد نمیکنم,1
دو ماه نمیشه خریدمش هی صدا میداد از همون اول که یهو یه صدای انفجاری داد و فیوز خونه پرید و کلا دیگه قطع شده,1
"دقیقا دوسال شد که خریده بودشم 
امروز سه شاخی که میره توی اداپتور در اومده بود، خواستم بکنم تو که ترررق صدا کرد بو کرد ! و الان که باز‌مردم با تیکه های آهن مواجه شدم  که خیلی هم غیر حرفه ای چسب خورده بود به بدنه
البته سال ۹۸ که من خریدم ننوشته بود غیر اصلی ! 
پشینهاد نمیشه",1.4
خوبه ولی سر درگاهش شل میزنه,3
بعد چند ماه شروع به صدا دادن کرد فکر کنم از داخل اتصال کرده قطع شده کار نمیکنه در کل راضی نیستم اصلا یه سالم کار نکرد,1
"شارژر خوبیه. چراغ LED هم داره که میتونید از کار کردنش مطمئن بشید ولی یکم داغ میکنه 
در کل مناسب و راضی کننده است.",0
نسبت به قیمتش بد نیست من چند ماهه خریدم فعلا داره کار میده,3
باتوجه به قیمتش خوب بود,3
خوب,1
باید براش کابل جدا خرید که کابلش کم یابه,3
اصلا جای جنس اصلی رو نمیگیره و هیچ تضمینی هم نداره. ولی کار راه اندازه,3
شارژ نکرد ,1
از کارکردش راضی ام,0
نسبت به بقیه ارزان و فعلا کار کرده,0
خوب بود راضی بودم,3
حتما نگاه کنید که به سو کت لبتاب بخوره,3
یک هفته است که دارم ازش استفاده میکنم . موس تاچ لپ تاپم از کار افتاده. ,0
بسیار کاربردی ومناسب از هر نظر,0
خیلی کوچیک هست ولی خوشگل و خوبه یکم قیمتش نسبت به جنسش زوره ولی در کل خوبه,3
طرح برچسب سیاهه و روی یه لایه چسب بیرنگ سوار شده و به همین خاطر روی لپ تاپ مشکی خیلی جالب نمیشه. بهتره که یا لپ تاپ روشن باشه یا بکگراند استیکر سفید,3
قیمت خوب کالای ارسالی,3
کاربردی و عالی,3
من گرون خریدم,3
برای لپ تاپم گرفتم  و خوبه ,2
۳تومن شایدم کمتر ارزش داره,0
"پشت گوشی زدم قشنگه
نصبشم راحته",3
هم جنس و هم زیبایی خوبی داره,3
بد نیست,0
خوب بود، فقط به سایزش توجه کنید چون بزرگ نیست,3
بامزس ولی خیلی کوچیکه. من واسه پشت لپتاپ میخاسم انقد کوچولو بود ک زدم داخلش. ولی گوگولیه,3
 با کیفیت بود ,3
برچسب از کاغد چسب جدا شده بود ,1
باید حاشیه سفید دورش را خودتون کم کنیدحاشیه روی لب تاب دودی زیادی توی ذوق می زنه,3
سیمش خراب بود,2
علی رغم برگشت شارژر لب تاب ، کالای ارسالی با کالای سفارش داده شده مغایرت داشت,1
به لبت تاب من نخورد,3
"بعد از دو یا سه سال استفاده، سوکت ورودی برق شکسته شد که تعمیر کردیم اما بعد چندماه کلن از کار افتاد.
متاسفانه جنس بهتری هم داخل بازار نیست.",3
بستگی به جنسی که میفرستن,3
لطفا تهیه نکنید ، با توجه به دو نظر دیگر دوستان کالا اصالت ندارد و اصلا شبیه به تصویر نیست ، سیم نازک وکوتاه ، چراغ روشن شدن ندارد بروی اداپتور ، و کاملا متفاوت است ، اگر به صورت عجله ای لازم نداشتم حتما عودت میدادم .,0
کالایی که برای من ارسال شده هیچ شباهتی به این تصویر ندارد و کاملا فیک است. حتی آرم سونی هم ندارد. مشخصات دیگری روی آن درج شده است.,2
کیفیت مناسب نیست و ضعیف است,2
تازه خریدم ببینم چجوری میشه در آینده علی الحساب به نسبت قیمت خوبه,3
اصل که نیست. البته با این قیمت انتظار اصل رو هم نداشتم. کار راه اندازه تو این شرایط موجود,3
مشکلی ندیدم.,3
باسلام و خسته نباشید دوستان این شارژ ب دست من رسید با توجه به چیزایی که بقیه گفتن اصلا چراغ نداشت و اینکه کلا روشن نمیشه از صبح هر کاری کردی روشن نشده الانم میخوام مرجوع کنم,0
"جنس تحویلی با عکس فرق میکند
",2.5
من برا گوشیم استفاده کردم سایز و خوشکلیش اوکی ه,3
خیلی خوب,3
خیلی خوشگله فقط کاش تعدادش بیشتر بود,3
افتضاااااح بود خیللللی بده مرجوعش کردم,1
برای لپ تاپ ایسر خریدم و بعد از مدتی قسمتی از شارژر ذوب شد، برای ایشر پیشنهاد نمیکنم,1
دو ماه نمیشه خریدمش هی صدا میداد از همون اول که یهو یه صدای انفجاری داد و فیوز خونه پرید و کلا دیگه قطع شده,1
"دقیقا دوسال شد که خریده بودشم 
امروز سه شاخی که میره توی اداپتور در اومده بود، خواستم بکنم تو که ترررق صدا کرد بو کرد ! و الان که باز‌مردم با تیکه های آهن مواجه شدم  که خیلی هم غیر حرفه ای چسب خورده بود به بدنه
البته سال ۹۸ که من خریدم ننوشته بود غیر اصلی ! 
پشینهاد نمیشه",1.4
خوبه ولی سر درگاهش شل میزنه,3
بعد چند ماه شروع به صدا دادن کرد فکر کنم از داخل اتصال کرده قطع شده کار نمیکنه در کل راضی نیستم اصلا یه سالم کار نکرد,1
"شارژر خوبیه. چراغ LED هم داره که میتونید از کار کردنش مطمئن بشید ولی یکم داغ میکنه 
در کل مناسب و راضی کننده است.",0
نسبت به قیمتش بد نیست من چند ماهه خریدم فعلا داره کار میده,3
باتوجه به قیمتش خوب بود,3
خوب,1
باید براش کابل جدا خرید که کابلش کم یابه,3
اصلا جای جنس اصلی رو نمیگیره و هیچ تضمینی هم نداره. ولی کار راه اندازه,3
شارژ نکرد ,1
از کارکردش راضی ام,0
نسبت به بقیه ارزان و فعلا کار کرده,0
خوب بود راضی بودم,3
حتما نگاه کنید که به سو کت لبتاب بخوره,3
یک هفته است که دارم ازش استفاده میکنم . موس تاچ لپ تاپم از کار افتاده. ,0
بسیار کاربردی ومناسب از هر نظر,0
خوب بود، فقط به سایزش توجه کنید چون بزرگ نیست,3
بامزس ولی خیلی کوچیکه. من واسه پشت لپتاپ میخاسم انقد کوچولو بود ک زدم داخلش. ولی گوگولیه,3
 با کیفیت بود ,3
برچسب از کاغد چسب جدا شده بود ,1
باید حاشیه سفید دورش را خودتون کم کنیدحاشیه روی لب تاب دودی زیادی توی ذوق می زنه,3
خیلی کوچیک هست ولی خوشگل و خوبه یکم قیمتش نسبت به جنسش زوره ولی در کل خوبه,3
طرح برچسب سیاهه و روی یه لایه چسب بیرنگ سوار شده و به همین خاطر روی لپ تاپ مشکی خیلی جالب نمیشه. بهتره که یا لپ تاپ روشن باشه یا بکگراند استیکر سفید,3
قیمت خوب کالای ارسالی,3
کاربردی و عالی,3
من گرون خریدم,3
برای لپ تاپم گرفتم  و خوبه ,2
۳تومن شایدم کمتر ارزش داره,0
"پشت گوشی زدم قشنگه
نصبشم راحته",3
هم جنس و هم زیبایی خوبی داره,3
بد نیست,0
سیمش خراب بود,2
علی رغم برگشت شارژر لب تاب ، کالای ارسالی با کالای سفارش داده شده مغایرت داشت,1
به لبت تاب من نخورد,3
"بعد از دو یا سه سال استفاده، سوکت ورودی برق شکسته شد که تعمیر کردیم اما بعد چندماه کلن از کار افتاد.
متاسفانه جنس بهتری هم داخل بازار نیست.",3
بستگی به جنسی که میفرستن,3
لطفا تهیه نکنید ، با توجه به دو نظر دیگر دوستان کالا اصالت ندارد و اصلا شبیه به تصویر نیست ، سیم نازک وکوتاه ، چراغ روشن شدن ندارد بروی اداپتور ، و کاملا متفاوت است ، اگر به صورت عجله ای لازم نداشتم حتما عودت میدادم .,0
کالایی که برای من ارسال شده هیچ شباهتی به این تصویر ندارد و کاملا فیک است. حتی آرم سونی هم ندارد. مشخصات دیگری روی آن درج شده است.,2
کیفیت مناسب نیست و ضعیف است,2
تازه خریدم ببینم چجوری میشه در آینده علی الحساب به نسبت قیمت خوبه,3
اصل که نیست. البته با این قیمت انتظار اصل رو هم نداشتم. کار راه اندازه تو این شرایط موجود,3
مشکلی ندیدم.,3
باسلام و خسته نباشید دوستان این شارژ ب دست من رسید با توجه به چیزایی که بقیه گفتن اصلا چراغ نداشت و اینکه کلا روشن نمیشه از صبح هر کاری کردی روشن نشده الانم میخوام مرجوع کنم,0
"جنس تحویلی با عکس فرق میکند
",2.5
یه چیز کپی شده است ,2
همه چیزش عالی بود,0
کیفیت چاپش بد نبود و کوچیک تر از حد تصور من بود ولی درکل قشنگ بود ,3
بد نیست,3
من فکر کردم بودم کوچیکه ولی خیلی بزرگ بود ,3
قشنگ بود,3
نسبت به بقیه استیکرهایی که از دیجیکالا گرفتم کیفیت چسبش خوب نبود و بعد چند وقت دیگه استیکر چسبندگی روی سطح رو نداشت و مجبور شدم پرت بدم,2.25
کیفیتش خوب بود واقعا,3
جنس و چاپ با کیفیت.سایز کوچیک,3
من فکر میکردم جنسش پلاستیکی باشه ولی کاغذه,3
کیفیتش بد نیست خیلی خوبم نیست,3
بخر,2
کیفیت چاپ جالب نبود,1.75
من اینو سفارش دادم با چند تا چیز دیگ ولی اینو برام نفرستادن,1
"اصلا هیچ بسته بندی نداشت و روی طرح رو برچسب بارکد کالا چسبونده بودند که باعث شد طرح اصلی چسبناک بشه و من به سختی برچسب بارکد رو ازش جدا کردم
اصلا بسته بندی که مارک لولو داره رو نداشت
و کیفیتشم پایینه",2.75
به نظرم در حد خودش خوبه,3
چسبش باکیفیته و خوشگله,3
"کیفیت بالا
چشبندگی عالی
با دوام ",0
خوب و عالی,3
برای خواهرزادم گرفتم خیلی خوشش اومد، کیفیتشم عالی بود,0
خوب و کیفت مناسب و خوش قیمت,0
خیلی کیفیت بالایی داشت حتما پیشنهاد میکنم,0
عاشقش شدم به لپتاپم جذابیت خاصی داد,3
شاید برای سطحی که من در نظر گرفتم خوب نبود ولی خب میتونست بهتر باشه,3
کوچیکه برا جاهای کوچیک یا لپ تاپ های روشن خوب میشه,0
مناسب,0
خوشگله ولی یکم اندازش کوچیکه,3
یکم کم رنگ میزنه انگار و گرنه هم اندزش بزرگو عالیه هم چسبش ,3
اندازه و کیفیت خوبی داره,3
معمولی  از خریدش مطمعین نیستم,3
